# Angle	O-O-O	O-Si-O	Si-O-Si	Si-Si-Si
14.96	0.00000	0.00000	0.00000	0.00000
15.19	0.00000	0.00000	0.00000	0.00000
15.41	0.00000	0.00000	0.00000	0.00000
15.64	0.00000	0.00000	0.00000	0.00000
15.86	0.00000	0.00000	0.00000	0.00000
16.09	0.00000	0.00000	0.00000	0.00000
16.31	0.00000	0.00000	0.00000	0.00000
16.54	0.00000	0.00000	0.00000	0.00000
16.76	0.00000	0.00000	0.00000	0.00000
16.99	0.00000	0.00000	0.00000	0.00000
17.21	0.00000	0.00000	0.00000	0.00000
17.44	0.00000	0.00000	0.00000	0.00000
17.66	0.00000	0.00000	0.00000	0.00000
17.89	0.00000	0.00000	0.00000	0.00000
18.11	0.00000	0.00000	0.00000	0.00000
18.34	0.00000	0.00000	0.00000	0.00000
18.56	0.00000	0.00000	0.00000	0.00000
18.79	0.00000	0.00000	0.00000	0.00000
19.01	0.00000	0.00000	0.00000	0.00000
19.24	0.00000	0.00000	0.00000	0.00000
19.46	0.00000	0.00000	0.00000	0.00000
19.69	0.00000	0.00000	0.00000	0.00000
19.91	0.00000	0.00000	0.00000	0.00000
20.14	0.00000	0.00000	0.00000	0.00000
20.36	0.00000	0.00000	0.00000	0.00000
20.59	0.00000	0.00000	0.00000	0.00000
20.81	0.00000	0.00000	0.00000	0.00000
21.04	0.00000	0.00000	0.00000	0.00000
21.26	0.00000	0.00000	0.00000	0.00000
21.49	0.00000	0.00000	0.00000	0.00000
21.71	0.00000	0.00000	0.00000	0.00000
21.94	0.00000	0.00000	0.00000	0.00000
22.16	0.00000	0.00000	0.00000	0.00000
22.39	0.00000	0.00000	0.00000	0.00000
22.61	0.00000	0.00000	0.00000	0.00000
22.84	0.00000	0.00000	0.00000	0.00000
23.06	0.00000	0.00000	0.00000	0.00000
23.29	0.00000	0.00000	0.00000	0.00000
23.51	0.00000	0.00000	0.00000	0.00000
23.74	0.00000	0.00000	0.00000	0.00000
23.96	0.00000	0.00000	0.00000	0.00000
24.19	0.00000	0.00000	0.00000	0.00000
24.41	0.00000	0.00000	0.00000	0.00000
24.64	0.00000	0.00000	0.00000	0.00000
24.86	0.00000	0.00000	0.00000	0.00000
25.09	0.00000	0.00000	0.00000	0.00000
25.31	0.00000	0.00000	0.00000	0.00000
25.54	0.00000	0.00000	0.00000	0.00000
25.76	0.00000	0.00000	0.00000	0.00000
25.99	0.00000	0.00000	0.00000	0.00000
26.21	0.00000	0.00000	0.00000	0.00000
26.44	0.00000	0.00000	0.00000	0.00000
26.66	0.00000	0.00000	0.00000	0.00000
26.89	0.00000	0.00000	0.00000	0.00000
27.11	0.00000	0.00000	0.00000	0.00000
27.34	0.00000	0.00000	0.00000	0.00000
27.56	0.00000	0.00000	0.00000	0.00000
27.79	0.00000	0.00000	0.00000	0.00000
28.01	0.00000	0.00000	0.00000	0.00000
28.24	0.00000	0.00000	0.00000	0.00000
28.46	0.00000	0.00000	0.00000	0.00000
28.69	0.00000	0.00000	0.00000	0.00000
28.91	0.00000	0.00000	0.00000	0.00000
29.14	0.00000	0.00000	0.00000	0.00000
29.36	0.00000	0.00000	0.00000	0.00000
29.59	0.00000	0.00000	0.00000	0.00000
29.81	0.00000	0.00000	0.00000	0.00000
30.04	0.00000	0.00000	0.00000	0.00000
30.26	0.00000	0.00000	0.00000	0.00000
30.49	0.00000	0.00000	0.00000	0.00000
30.71	0.00000	0.00000	0.00000	0.00000
30.94	0.00000	0.00000	0.00000	0.00000
31.16	0.00000	0.00000	0.00000	0.00000
31.39	0.00000	0.00000	0.00000	0.00000
31.61	0.00000	0.00000	0.00000	0.00000
31.84	0.00000	0.00000	0.00000	0.00000
32.06	0.00000	0.00000	0.00000	0.00000
32.29	0.00000	0.00000	0.00000	0.00000
32.51	0.00000	0.00000	0.00000	0.00000
32.74	0.00000	0.00000	0.00000	0.00000
32.96	0.00000	0.00000	0.00000	0.00000
33.19	0.00000	0.00000	0.00000	0.00000
33.41	0.00000	0.00000	0.00000	0.00000
33.64	0.00000	0.00000	0.00000	0.00000
33.86	0.00000	0.00000	0.00000	0.00000
34.09	0.00000	0.00000	0.00000	0.00000
34.31	0.00000	0.00000	0.00000	0.00000
34.54	0.00000	0.00000	0.00000	0.00000
34.76	0.00000	0.00000	0.00000	0.00000
34.99	0.00000	0.00000	0.00000	0.00000
35.21	0.00000	0.00000	0.00000	0.00000
35.44	0.00000	0.00000	0.00000	0.00000
35.66	0.00000	0.00000	0.00000	0.00000
35.89	0.00000	0.00000	0.00000	0.00000
36.11	0.00000	0.00000	0.00000	0.00000
36.34	0.00000	0.00000	0.00000	0.00000
36.56	0.00000	0.00000	0.00000	0.00000
36.79	0.00000	0.00000	0.00000	0.00000
37.01	0.00000	0.00000	0.00000	0.00000
37.24	0.00000	0.00000	0.00000	0.00000
37.46	0.00000	0.00000	0.00000	0.00000
37.69	0.00000	0.00000	0.00000	0.00000
37.91	0.00000	0.00000	0.00000	0.00000
38.14	0.00000	0.00000	0.00000	0.00000
38.36	0.00000	0.00000	0.00000	0.00000
38.59	0.00000	0.00000	0.00000	0.00000
38.81	0.00000	0.00000	0.00000	0.00000
39.04	0.00000	0.00000	0.00000	0.00000
39.26	0.00000	0.00000	0.00000	0.00000
39.49	0.00000	0.00000	0.00000	0.00000
39.71	0.00000	0.00000	0.00000	0.00002
39.94	0.00000	0.00000	0.00000	0.00000
40.16	0.00000	0.00000	0.00000	0.00000
40.39	0.00000	0.00000	0.00000	0.00001
40.61	0.00000	0.00000	0.00000	0.00001
40.84	0.00000	0.00000	0.00000	0.00002
41.06	0.00000	0.00000	0.00000	0.00002
41.29	0.00000	0.00000	0.00000	0.00004
41.51	0.00000	0.00000	0.00000	0.00005
41.74	0.00000	0.00000	0.00000	0.00007
41.96	0.00000	0.00000	0.00000	0.00013
42.19	0.00000	0.00000	0.00000	0.00013
42.41	0.00001	0.00000	0.00000	0.00016
42.64	0.00001	0.00000	0.00000	0.00019
42.86	0.00002	0.00000	0.00000	0.00024
43.09	0.00002	0.00000	0.00000	0.00024
43.31	0.00004	0.00000	0.00000	0.00037
43.54	0.00004	0.00000	0.00000	0.00044
43.76	0.00006	0.00000	0.00000	0.00050
43.99	0.00008	0.00000	0.00000	0.00060
44.21	0.00008	0.00000	0.00000	0.00060
44.44	0.00017	0.00000	0.00000	0.00061
44.66	0.00017	0.00000	0.00000	0.00065
44.89	0.00022	0.00000	0.00000	0.00074
45.11	0.00026	0.00000	0.00000	0.00088
45.34	0.00038	0.00000	0.00000	0.00123
45.56	0.00042	0.00000	0.00000	0.00107
45.79	0.00054	0.00000	0.00000	0.00121
46.01	0.00067	0.00000	0.00000	0.00174
46.24	0.00075	0.00000	0.00000	0.00161
46.46	0.00089	0.00000	0.00000	0.00184
46.69	0.00099	0.00000	0.00000	0.00205
46.91	0.00118	0.00000	0.00000	0.00218
47.14	0.00129	0.00000	0.00000	0.00256
47.36	0.00149	0.00000	0.00000	0.00280
47.59	0.00173	0.00000	0.00000	0.00328
47.81	0.00183	0.00000	0.00000	0.00376
48.04	0.00219	0.00000	0.00000	0.00379
48.26	0.00226	0.00000	0.00000	0.00410
48.49	0.00257	0.00000	0.00000	0.00456
48.71	0.00289	0.00000	0.00000	0.00477
48.94	0.00312	0.00000	0.00000	0.00508
49.16	0.00351	0.00000	0.00000	0.00564
49.39	0.00369	0.00000	0.00000	0.00581
49.61	0.00421	0.00000	0.00000	0.00542
49.84	0.00463	0.00000	0.00000	0.00570
50.06	0.00501	0.00000	0.00000	0.00598
50.29	0.00564	0.00000	0.00000	0.00577
50.51	0.00581	0.00000	0.00000	0.00603
50.74	0.00623	0.00000	0.00000	0.00623
50.96	0.00675	0.00000	0.00000	0.00597
51.19	0.00739	0.00000	0.00000	0.00631
51.41	0.00788	0.00000	0.00000	0.00639
51.64	0.00830	0.00000	0.00000	0.00631
51.86	0.00881	0.00000	0.00000	0.00603
52.09	0.00954	0.00000	0.00000	0.00599
52.31	0.01027	0.00000	0.00000	0.00614
52.54	0.01080	0.00000	0.00000	0.00614
52.76	0.01137	0.00000	0.00000	0.00614
52.99	0.01246	0.00000	0.00000	0.00554
53.21	0.01294	0.00000	0.00000	0.00584
53.44	0.01353	0.00000	0.00000	0.00587
53.66	0.01417	0.00000	0.00000	0.00591
53.89	0.01477	0.00000	0.00000	0.00566
54.11	0.01565	0.00000	0.00000	0.00568
54.34	0.01630	0.00000	0.00000	0.00592
54.56	0.01700	0.00000	0.00000	0.00577
54.79	0.01789	0.00000	0.00000	0.00543
55.01	0.01839	0.00000	0.00000	0.00595
55.24	0.01885	0.00000	0.00000	0.00609
55.46	0.01952	0.00000	0.00000	0.00628
55.69	0.02032	0.00000	0.00000	0.00626
55.91	0.02052	0.00000	0.00000	0.00588
56.14	0.02140	0.00000	0.00000	0.00608
56.36	0.02185	0.00000	0.00000	0.00617
56.59	0.02230	0.00000	0.00000	0.00633
56.81	0.02267	0.00000	0.00000	0.00628
57.04	0.02307	0.00000	0.00000	0.00652
57.26	0.02320	0.00000	0.00000	0.00672
57.49	0.02395	0.00000	0.00000	0.00665
57.71	0.02392	0.00000	0.00000	0.00713
57.94	0.02431	0.00000	0.00000	0.00682
58.16	0.02447	0.00000	0.00000	0.00678
58.39	0.02446	0.00000	0.00000	0.00694
58.61	0.02453	0.00000	0.00000	0.00715
58.84	0.02460	0.00000	0.00000	0.00739
59.06	0.02432	0.00000	0.00000	0.00721
59.29	0.02439	0.00000	0.00000	0.00672
59.51	0.02421	0.00001	0.00000	0.00722
59.74	0.02380	0.00000	0.00000	0.00764
59.96	0.02409	0.00000	0.00000	0.00727
60.19	0.02333	0.00000	0.00000	0.00727
60.41	0.02311	0.00000	0.00000	0.00751
60.64	0.02285	0.00000	0.00000	0.00751
60.86	0.02277	0.00000	0.00000	0.00728
61.09	0.02218	0.00000	0.00000	0.00710
61.31	0.02187	0.00000	0.00000	0.00709
61.54	0.02120	0.00000	0.00000	0.00680
61.76	0.02089	0.00000	0.00000	0.00738
61.99	0.02043	0.00000	0.00000	0.00700
62.21	0.02027	0.00000	0.00000	0.00677
62.44	0.01957	0.00000	0.00000	0.00711
62.66	0.01906	0.00000	0.00000	0.00680
62.89	0.01890	0.00001	0.00000	0.00675
63.11	0.01808	0.00000	0.00000	0.00634
63.34	0.01750	0.00000	0.00000	0.00620
63.56	0.01709	0.00000	0.00000	0.00666
63.79	0.01701	0.00000	0.00000	0.00659
64.01	0.01619	0.00000	0.00000	0.00632
64.24	0.01583	0.00000	0.00000	0.00621
64.46	0.01536	0.00000	0.00000	0.00632
64.69	0.01516	0.00000	0.00000	0.00618
64.91	0.01467	0.00002	0.00000	0.00618
65.14	0.01428	0.00003	0.00000	0.00585
65.36	0.01358	0.00002	0.00000	0.00585
65.59	0.01349	0.00002	0.00000	0.00577
65.81	0.01300	0.00002	0.00000	0.00522
66.04	0.01263	0.00004	0.00000	0.00586
66.26	0.01257	0.00004	0.00000	0.00574
66.49	0.01224	0.00007	0.00000	0.00549
66.71	0.01194	0.00004	0.00000	0.00488
66.94	0.01157	0.00007	0.00000	0.00536
67.16	0.01128	0.00006	0.00000	0.00533
67.39	0.01104	0.00006	0.00000	0.00522
67.61	0.01089	0.00012	0.00000	0.00494
67.84	0.01061	0.00015	0.00003	0.00562
68.06	0.01022	0.00018	0.00000	0.00533
68.29	0.01004	0.00015	0.00000	0.00548
68.51	0.01000	0.00017	0.00000	0.00504
68.74	0.00967	0.00025	0.00000	0.00533
68.96	0.00956	0.00027	0.00000	0.00497
69.19	0.00924	0.00027	0.00003	0.00456
69.41	0.00912	0.00041	0.00000	0.00541
69.64	0.00902	0.00040	0.00000	0.00559
69.86	0.00884	0.00045	0.00003	0.00496
70.09	0.00847	0.00051	0.00000	0.00528
70.31	0.00870	0.00053	0.00000	0.00544
70.54	0.00845	0.00060	0.00003	0.00511
70.76	0.00806	0.00054	0.00009	0.00532
70.99	0.00812	0.00053	0.00006	0.00552
71.21	0.00815	0.00090	0.00000	0.00522
71.44	0.00791	0.00085	0.00006	0.00523
71.66	0.00778	0.00107	0.00006	0.00554
71.89	0.00766	0.00091	0.00006	0.00580
72.11	0.00757	0.00098	0.00003	0.00598
72.34	0.00725	0.00105	0.00012	0.00622
72.56	0.00735	0.00125	0.00009	0.00585
72.79	0.00719	0.00140	0.00015	0.00664
73.01	0.00715	0.00138	0.00012	0.00632
73.24	0.00716	0.00160	0.00006	0.00638
73.46	0.00702	0.00172	0.00015	0.00602
73.69	0.00684	0.00191	0.00015	0.00701
73.91	0.00689	0.00173	0.00018	0.00694
74.14	0.00689	0.00194	0.00030	0.00705
74.36	0.00675	0.00243	0.00015	0.00730
74.59	0.00659	0.00251	0.00021	0.00683
74.81	0.00663	0.00291	0.00012	0.00718
75.04	0.00659	0.00348	0.00018	0.00742
75.26	0.00637	0.00375	0.00034	0.00699
75.49	0.00644	0.00349	0.00024	0.00750
75.71	0.00647	0.00410	0.00030	0.00766
75.94	0.00631	0.00365	0.00034	0.00776
76.16	0.00632	0.00422	0.00034	0.00792
76.39	0.00617	0.00443	0.00027	0.00793
76.61	0.00618	0.00472	0.00030	0.00808
76.84	0.00612	0.00523	0.00040	0.00803
77.06	0.00585	0.00525	0.00034	0.00863
77.29	0.00604	0.00550	0.00049	0.00882
77.51	0.00593	0.00623	0.00021	0.00894
77.74	0.00594	0.00643	0.00046	0.00928
77.96	0.00607	0.00625	0.00040	0.00907
78.19	0.00592	0.00628	0.00046	0.00916
78.41	0.00579	0.00722	0.00052	0.00949
78.64	0.00574	0.00712	0.00061	0.00942
78.86	0.00586	0.00698	0.00046	0.00985
79.09	0.00590	0.00757	0.00082	0.00948
79.31	0.00573	0.00776	0.00079	0.00989
79.54	0.00563	0.00789	0.00067	0.01013
79.76	0.00586	0.00763	0.00070	0.01009
79.99	0.00578	0.00763	0.00082	0.01020
80.21	0.00574	0.00784	0.00079	0.01066
80.44	0.00568	0.00844	0.00079	0.01088
80.66	0.00557	0.00754	0.00076	0.01041
80.89	0.00570	0.00739	0.00113	0.01071
81.11	0.00571	0.00797	0.00085	0.01081
81.34	0.00565	0.00800	0.00119	0.01064
81.56	0.00581	0.00780	0.00107	0.01123
81.79	0.00589	0.00742	0.00122	0.01096
82.01	0.00576	0.00717	0.00137	0.01096
82.24	0.00566	0.00707	0.00097	0.01174
82.46	0.00582	0.00748	0.00113	0.01212
82.69	0.00573	0.00702	0.00128	0.01184
82.91	0.00575	0.00792	0.00158	0.01174
83.14	0.00586	0.00792	0.00152	0.01204
83.36	0.00576	0.00784	0.00198	0.01260
83.59	0.00589	0.00791	0.00213	0.01204
83.81	0.00587	0.00777	0.00171	0.01245
84.04	0.00594	0.00745	0.00198	0.01240
84.26	0.00586	0.00777	0.00174	0.01227
84.49	0.00582	0.00782	0.00158	0.01258
84.71	0.00584	0.00826	0.00216	0.01205
84.94	0.00577	0.00833	0.00244	0.01277
85.16	0.00590	0.00810	0.00198	0.01284
85.39	0.00606	0.00861	0.00210	0.01227
85.61	0.00594	0.00855	0.00228	0.01265
85.84	0.00592	0.00855	0.00292	0.01240
86.06	0.00592	0.00942	0.00265	0.01297
86.29	0.00611	0.00981	0.00292	0.01299
86.51	0.00605	0.00966	0.00317	0.01324
86.74	0.00613	0.01029	0.00326	0.01318
86.96	0.00606	0.00974	0.00311	0.01313
87.19	0.00607	0.01020	0.00335	0.01317
87.41	0.00615	0.01034	0.00384	0.01358
87.64	0.00613	0.01022	0.00423	0.01278
87.86	0.00618	0.01051	0.00417	0.01360
88.09	0.00626	0.01160	0.00417	0.01376
88.31	0.00624	0.01149	0.00487	0.01332
88.54	0.00615	0.01190	0.00411	0.01335
88.76	0.00620	0.01303	0.00463	0.01395
88.99	0.00635	0.01279	0.00372	0.01342
89.21	0.00646	0.01209	0.00487	0.01350
89.44	0.00633	0.01262	0.00585	0.01332
89.66	0.00627	0.01277	0.00585	0.01313
89.89	0.00656	0.01293	0.00542	0.01354
90.11	0.00650	0.01298	0.00615	0.01362
90.34	0.00627	0.01390	0.00631	0.01336
90.56	0.00625	0.01317	0.00655	0.01363
90.79	0.00643	0.01360	0.00682	0.01416
91.01	0.00646	0.01441	0.00801	0.01356
91.24	0.00655	0.01421	0.00689	0.01350
91.46	0.00645	0.01429	0.00716	0.01379
91.69	0.00651	0.01502	0.00753	0.01339
91.91	0.00666	0.01516	0.00795	0.01308
92.14	0.00641	0.01510	0.00856	0.01332
92.36	0.00666	0.01489	0.00740	0.01365
92.59	0.00664	0.01566	0.00859	0.01394
92.81	0.00630	0.01601	0.00862	0.01331
93.04	0.00644	0.01615	0.00987	0.01390
93.26	0.00640	0.01518	0.00957	0.01360
93.49	0.00661	0.01610	0.00917	0.01301
93.71	0.00650	0.01553	0.01027	0.01369
93.94	0.00653	0.01654	0.01094	0.01313
94.16	0.00650	0.01580	0.01011	0.01365
94.39	0.00653	0.01623	0.00990	0.01320
94.61	0.00657	0.01658	0.01103	0.01347
94.84	0.00644	0.01586	0.01048	0.01389
95.06	0.00662	0.01720	0.01179	0.01326
95.29	0.00658	0.01745	0.01155	0.01344
95.51	0.00656	0.01710	0.01170	0.01322
95.74	0.00669	0.01798	0.01142	0.01352
95.96	0.00660	0.01689	0.01182	0.01324
96.19	0.00666	0.01775	0.01149	0.01314
96.41	0.00670	0.01771	0.01100	0.01372
96.64	0.00670	0.01884	0.01200	0.01361
96.86	0.00686	0.01828	0.01136	0.01310
97.09	0.00674	0.01876	0.01219	0.01376
97.31	0.00700	0.01881	0.01255	0.01301
97.54	0.00685	0.02012	0.01115	0.01246
97.76	0.00671	0.01941	0.01146	0.01362
97.99	0.00697	0.01989	0.01261	0.01361
98.21	0.00689	0.02094	0.01066	0.01307
98.44	0.00681	0.02114	0.01069	0.01342
98.66	0.00709	0.02134	0.01094	0.01282
98.89	0.00688	0.02261	0.01018	0.01339
99.11	0.00714	0.02304	0.01091	0.01302
99.34	0.00712	0.02407	0.01121	0.01319
99.56	0.00718	0.02462	0.01078	0.01302
99.79	0.00711	0.02341	0.01057	0.01304
100.01	0.00710	0.02465	0.00960	0.01298
100.24	0.00722	0.02570	0.01057	0.01293
100.46	0.00731	0.02672	0.00899	0.01297
100.69	0.00746	0.02694	0.00969	0.01338
100.91	0.00747	0.02588	0.00920	0.01296
101.14	0.00755	0.02700	0.00993	0.01340
101.36	0.00748	0.02743	0.00938	0.01317
101.59	0.00748	0.02968	0.00902	0.01321
101.81	0.00744	0.02812	0.00841	0.01321
102.04	0.00769	0.02892	0.00820	0.01336
102.26	0.00770	0.03066	0.00759	0.01335
102.49	0.00793	0.02972	0.00804	0.01328
102.71	0.00792	0.03186	0.00829	0.01317
102.94	0.00775	0.03185	0.00713	0.01359
103.16	0.00793	0.03070	0.00756	0.01317
103.39	0.00792	0.03240	0.00713	0.01295
103.61	0.00798	0.03248	0.00649	0.01297
103.84	0.00826	0.03362	0.00692	0.01350
104.06	0.00818	0.03432	0.00728	0.01304
104.29	0.00819	0.03262	0.00558	0.01297
104.51	0.00831	0.03333	0.00521	0.01309
104.74	0.00864	0.03405	0.00600	0.01322
104.96	0.00854	0.03453	0.00646	0.01243
105.19	0.00862	0.03552	0.00570	0.01350
105.41	0.00868	0.03453	0.00548	0.01328
105.64	0.00877	0.03634	0.00585	0.01275
105.86	0.00904	0.03543	0.00573	0.01275
106.09	0.00885	0.03578	0.00518	0.01299
106.31	0.00886	0.03565	0.00509	0.01346
106.54	0.00899	0.03615	0.00500	0.01275
106.76	0.00909	0.03611	0.00469	0.01278
106.99	0.00902	0.03715	0.00436	0.01279
107.21	0.00917	0.03708	0.00433	0.01328
107.44	0.00921	0.03527	0.00579	0.01306
107.66	0.00932	0.03509	0.00454	0.01295
107.89	0.00941	0.03557	0.00500	0.01276
108.11	0.00945	0.03597	0.00445	0.01256
108.34	0.00969	0.03555	0.00548	0.01379
108.56	0.00958	0.03558	0.00542	0.01270
108.79	0.00956	0.03490	0.00594	0.01321
109.01	0.00982	0.03579	0.00442	0.01263
109.24	0.00980	0.03448	0.00509	0.01276
109.46	0.00980	0.03366	0.00515	0.01264
109.69	0.01003	0.03453	0.00551	0.01299
109.91	0.01007	0.03325	0.00561	0.01245
110.14	0.00985	0.03320	0.00652	0.01339
110.36	0.01002	0.03312	0.00631	0.01346
110.59	0.00971	0.03123	0.00643	0.01269
110.81	0.00987	0.03207	0.00737	0.01264
111.04	0.01013	0.03126	0.00570	0.01260
111.26	0.01011	0.03073	0.00637	0.01266
111.49	0.01003	0.03046	0.00631	0.01277
111.71	0.01015	0.03026	0.00667	0.01243
111.94	0.00999	0.02949	0.00780	0.01284
112.16	0.01008	0.02846	0.00740	0.01255
112.39	0.01016	0.02843	0.00673	0.01253
112.61	0.01020	0.02789	0.00695	0.01293
112.84	0.01016	0.02670	0.00786	0.01245
113.06	0.01015	0.02683	0.00914	0.01259
113.29	0.01016	0.02556	0.00853	0.01289
113.51	0.01019	0.02610	0.00792	0.01277
113.74	0.01023	0.02481	0.00935	0.01285
113.96	0.01032	0.02460	0.00856	0.01188
114.19	0.01026	0.02407	0.00929	0.01187
114.41	0.01020	0.02321	0.00908	0.01214
114.64	0.01019	0.02258	0.01015	0.01213
114.86	0.01033	0.02275	0.01088	0.01181
115.09	0.01017	0.02160	0.00935	0.01228
115.31	0.01015	0.02165	0.01027	0.01233
115.54	0.01027	0.02069	0.01097	0.01233
115.76	0.01035	0.01995	0.01103	0.01223
115.99	0.01030	0.02013	0.01164	0.01185
116.21	0.01023	0.01950	0.01155	0.01156
116.44	0.01019	0.01921	0.01158	0.01193
116.66	0.01032	0.01804	0.01088	0.01173
116.89	0.01017	0.01762	0.01280	0.01161
117.11	0.01020	0.01771	0.01325	0.01149
117.34	0.01002	0.01660	0.01188	0.01108
117.56	0.01016	0.01683	0.01243	0.01154
117.79	0.01031	0.01613	0.01362	0.01144
118.01	0.01030	0.01575	0.01423	0.01140
118.24	0.01011	0.01452	0.01441	0.01181
118.46	0.01006	0.01397	0.01475	0.01057
118.69	0.00990	0.01374	0.01636	0.01109
118.91	0.00995	0.01316	0.01511	0.01121
119.14	0.01017	0.01342	0.01481	0.01101
119.36	0.00999	0.01291	0.01502	0.01148
119.59	0.00992	0.01250	0.01438	0.01128
119.81	0.00985	0.01202	0.01539	0.01080
120.04	0.00994	0.01149	0.01642	0.01028
120.26	0.01000	0.01127	0.01727	0.01053
120.49	0.00984	0.01101	0.01615	0.01100
120.71	0.00983	0.01058	0.01666	0.01086
120.94	0.00975	0.01048	0.01599	0.01052
121.16	0.00972	0.00989	0.01590	0.01050
121.39	0.00950	0.00929	0.01752	0.01075
121.61	0.00964	0.00903	0.01749	0.00998
121.84	0.00960	0.00967	0.01788	0.01005
122.06	0.00971	0.00872	0.01828	0.00998
122.29	0.00959	0.00851	0.01730	0.01009
122.51	0.00954	0.00772	0.01773	0.00991
122.74	0.00928	0.00812	0.01816	0.01001
122.96	0.00935	0.00777	0.01801	0.01004
123.19	0.00925	0.00692	0.01980	0.00980
123.41	0.00937	0.00722	0.01932	0.00988
123.64	0.00934	0.00671	0.01925	0.00998
123.86	0.00907	0.00649	0.01962	0.00929
124.09	0.00925	0.00651	0.01880	0.00973
124.31	0.00902	0.00606	0.01965	0.00969
124.54	0.00921	0.00609	0.01886	0.00889
124.76	0.00896	0.00529	0.01861	0.00943
124.99	0.00896	0.00595	0.01950	0.00937
125.21	0.00880	0.00541	0.01907	0.00865
125.44	0.00900	0.00554	0.01953	0.00892
125.66	0.00877	0.00544	0.01925	0.00891
125.89	0.00847	0.00550	0.02044	0.00852
126.11	0.00845	0.00470	0.02084	0.00870
126.34	0.00863	0.00454	0.02187	0.00881
126.56	0.00854	0.00445	0.01965	0.00905
126.79	0.00860	0.00434	0.02023	0.00876
127.01	0.00839	0.00410	0.02029	0.00852
127.24	0.00851	0.00404	0.02014	0.00815
127.46	0.00845	0.00444	0.02069	0.00870
127.69	0.00823	0.00365	0.01953	0.00853
127.91	0.00813	0.00386	0.02090	0.00809
128.14	0.00830	0.00412	0.02090	0.00860
128.36	0.00808	0.00350	0.02047	0.00847
128.59	0.00803	0.00328	0.02008	0.00856
128.81	0.00787	0.00338	0.02050	0.00834
129.04	0.00811	0.00315	0.01950	0.00806
129.26	0.00788	0.00339	0.02078	0.00807
129.49	0.00807	0.00303	0.02017	0.00811
129.71	0.00785	0.00299	0.02081	0.00794
129.94	0.00776	0.00328	0.02117	0.00810
130.16	0.00786	0.00252	0.02163	0.00826
130.39	0.00766	0.00255	0.02233	0.00808
